Correct;Wrong;Test image count;Accuracy;Detect Accuracy;FPS;Radius;Neighbours;Scale;Cascade;Single;Dataset
109;141;250;0.4360;0.9980;28.55;1;3;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
124;126;250;0.4960;0.9980;22.65;1;5;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
130;120;250;0.5200;0.9980;12.23;1;7;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
136;114;250;0.5440;0.9980;2.89;1;9;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
78;172;250;0.3120;0.9980;34.33;3;1;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
120;130;250;0.4800;0.9980;29.33;3;3;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
124;126;250;0.4960;0.9980;23.82;3;5;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
135;115;250;0.5400;0.9980;14.65;3;7;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
134;116;250;0.5360;0.9980;3.20;3;9;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
76;174;250;0.3040;0.9980;34.45;5;1;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
117;133;250;0.4680;0.9980;29.83;5;3;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
131;119;250;0.5240;0.9980;24.26;5;5;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
134;116;250;0.5360;0.9980;14.16;5;7;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
141;109;250;0.5640;0.9980;2.98;5;9;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
77;173;250;0.3080;0.9980;34.33;7;1;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
118;132;250;0.4720;0.9980;30.11;7;3;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
129;121;250;0.5160;0.9980;24.61;7;5;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
138;112;250;0.5520;0.9980;13.03;7;7;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
144;106;250;0.5760;0.9980;2.88;7;9;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
72;178;250;0.2880;0.9980;35.01;8;1;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
122;128;250;0.4880;0.9980;30.44;8;3;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
132;118;250;0.5280;0.9980;24.78;8;5;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
138;112;250;0.5520;0.9980;12.63;8;7;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
143;107;250;0.5720;0.9980;2.90;8;9;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
78;172;250;0.3120;0.9980;35.06;10;1;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
120;130;250;0.4800;0.9980;30.65;10;3;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
130;120;250;0.5200;0.9980;25.49;10;5;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
137;113;250;0.5480;0.9980;11.93;10;7;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
145;105;250;0.5800;0.9980;2.90;10;9;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
73;177;250;0.2920;0.9980;36.39;20;1;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
122;128;250;0.4880;0.9980;32.66;20;3;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
129;121;250;0.5160;0.9980;23.17;20;5;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
135;115;250;0.5400;0.9980;9.60;20;7;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
141;109;250;0.5640;0.9980;3.34;20;9;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
81;169;250;0.3240;0.9980;35.16;30;1;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
111;139;250;0.4440;0.9980;31.41;30;3;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
121;129;250;0.4840;0.9980;21.88;30;5;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
126;124;250;0.5040;0.9980;9.68;30;7;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
135;115;250;0.5400;0.9980;3.91;30;9;1.5;lbpcascades/lbpcascade_frontalface.xml;0;dup1
65;185;250;0.2600;1.0000;28.85;1;1;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
105;145;250;0.4200;1.0000;25.78;1;3;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
118;132;250;0.4720;1.0000;21.96;1;5;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
107;143;250;0.4280;1.0000;9.93;1;7;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
91;159;250;0.3640;1.0000;3.02;1;9;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
71;179;250;0.2840;1.0000;28.27;3;1;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
113;137;250;0.4520;1.0000;25.99;3;3;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
123;127;250;0.4920;1.0000;22.14;3;5;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
131;119;250;0.5240;1.0000;11.40;3;7;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
129;121;250;0.5160;1.0000;2.69;3;9;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
62;188;250;0.2480;1.0000;28.51;5;1;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
114;136;250;0.4560;1.0000;26.40;5;3;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
131;119;250;0.5240;1.0000;22.32;5;5;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
131;119;250;0.5240;1.0000;10.44;5;7;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
138;112;250;0.5520;1.0000;2.84;5;9;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
66;184;250;0.2640;1.0000;28.23;7;1;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
106;144;250;0.4240;1.0000;26.41;7;3;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
128;122;250;0.5120;1.0000;21.76;7;5;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
134;116;250;0.5360;1.0000;9.44;7;7;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
150;100;250;0.6000;1.0000;3.03;7;9;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
62;188;250;0.2480;1.0000;28.25;8;1;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
104;146;250;0.4160;1.0000;26.26;8;3;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
127;123;250;0.5080;1.0000;21.38;8;5;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
134;116;250;0.5360;1.0000;9.24;8;7;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
140;110;250;0.5600;1.0000;3.07;8;9;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
68;182;250;0.2720;1.0000;28.13;10;1;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
109;141;250;0.4360;1.0000;26.44;10;3;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
122;128;250;0.4880;1.0000;20.85;10;5;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
131;119;250;0.5240;1.0000;8.96;10;7;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
140;110;250;0.5600;1.0000;3.33;10;9;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
61;189;250;0.2440;1.0000;28.55;20;1;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
93;157;250;0.3720;1.0000;26.53;20;3;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
108;142;250;0.4320;1.0000;18.86;20;5;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
117;133;250;0.4680;1.0000;9.17;20;7;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
122;128;250;0.4880;1.0000;4.28;20;9;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
47;203;250;0.1880;1.0000;28.63;30;1;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
78;172;250;0.3120;1.0000;26.30;30;3;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
85;165;250;0.3400;1.0000;18.33;30;5;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
84;166;250;0.3360;1.0000;9.98;30;7;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
88;162;250;0.3520;1.0000;5.08;30;9;1.5;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
67;183;250;0.2680;1.0000;13.88;1;1;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
105;145;250;0.4200;1.0000;13.01;1;3;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
121;129;250;0.4840;1.0000;11.53;1;5;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
123;127;250;0.4920;1.0000;8.10;1;7;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
118;132;250;0.4720;1.0000;2.57;1;9;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
70;180;250;0.2800;1.0000;14.04;3;1;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
112;138;250;0.4480;1.0000;13.18;3;3;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
119;131;250;0.4760;1.0000;12.03;3;5;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
129;121;250;0.5160;1.0000;9.03;3;7;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
131;119;250;0.5240;1.0000;2.83;3;9;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
71;179;250;0.2840;1.0000;14.08;5;1;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
112;138;250;0.4480;1.0000;13.14;5;3;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
121;129;250;0.4840;1.0000;12.00;5;5;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
132;118;250;0.5280;1.0000;8.85;5;7;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
136;114;250;0.5440;1.0000;2.66;5;9;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
71;179;250;0.2840;1.0000;14.13;7;1;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
110;140;250;0.4400;1.0000;13.15;7;3;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
125;125;250;0.5000;1.0000;12.15;7;5;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
132;118;250;0.5280;1.0000;8.50;7;7;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
137;113;250;0.5480;1.0000;2.57;7;9;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
70;180;250;0.2800;1.0000;14.11;8;1;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
106;144;250;0.4240;1.0000;13.25;8;3;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
127;123;250;0.5080;1.0000;12.05;8;5;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
138;112;250;0.5520;1.0000;8.30;8;7;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
138;112;250;0.5520;1.0000;2.59;8;9;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
71;179;250;0.2840;1.0000;14.09;10;1;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
107;143;250;0.4280;1.0000;13.25;10;3;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
121;129;250;0.4840;1.0000;12.10;10;5;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
130;120;250;0.5200;1.0000;7.95;10;7;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
139;111;250;0.5560;1.0000;2.57;10;9;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
69;181;250;0.2760;1.0000;14.10;20;1;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
109;141;250;0.4360;1.0000;13.53;20;3;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
121;129;250;0.4840;1.0000;11.75;20;5;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
132;118;250;0.5280;1.0000;6.86;20;7;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
132;118;250;0.5280;1.0000;2.90;20;9;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
72;178;250;0.2880;1.0000;14.22;30;1;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
103;147;250;0.4120;1.0000;13.46;30;3;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
117;133;250;0.4680;1.0000;11.22;30;5;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
125;125;250;0.5000;1.0000;6.84;30;7;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
131;119;250;0.5240;1.0000;3.32;30;9;1.5;haarcascades/haarcascade_frontalface_default.xml;0;dup1
69;181;250;0.2760;1.0000;11.38;1;1;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
114;136;250;0.4560;1.0000;10.78;1;3;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
132;118;250;0.5280;1.0000;9.88;1;5;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
132;118;250;0.5280;1.0000;7.19;1;7;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
130;120;250;0.5200;1.0000;2.47;1;9;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
74;176;250;0.2960;1.0000;11.44;3;1;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
115;135;250;0.4600;1.0000;10.94;3;3;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
130;120;250;0.5200;1.0000;9.93;3;5;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
139;111;250;0.5560;1.0000;7.81;3;7;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
147;103;250;0.5880;1.0000;2.67;3;9;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
74;176;250;0.2960;1.0000;11.39;5;1;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
113;137;250;0.4520;1.0000;10.79;5;3;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
133;117;250;0.5320;1.0000;10.17;5;5;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
142;108;250;0.5680;1.0000;7.66;5;7;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
152;98;250;0.6080;1.0000;2.52;5;9;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
71;179;250;0.2840;1.0000;11.57;7;1;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
125;125;250;0.5000;1.0000;11.03;7;3;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
132;118;250;0.5280;1.0000;10.08;7;5;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
146;104;250;0.5840;1.0000;7.37;7;7;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
146;104;250;0.5840;1.0000;2.46;7;9;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
74;176;250;0.2960;1.0000;11.41;8;1;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
122;128;250;0.4880;1.0000;11.01;8;3;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
137;113;250;0.5480;1.0000;10.11;8;5;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
144;106;250;0.5760;1.0000;7.21;8;7;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
155;95;250;0.6200;1.0000;2.47;8;9;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
70;180;250;0.2800;1.0000;11.48;10;1;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
118;132;250;0.4720;1.0000;11.01;10;3;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
130;120;250;0.5200;1.0000;10.11;10;5;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
147;103;250;0.5880;1.0000;7.02;10;7;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
151;99;250;0.6040;1.0000;2.49;10;9;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
75;175;250;0.3000;1.0000;11.52;20;1;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
115;135;250;0.4600;1.0000;11.04;20;3;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
131;119;250;0.5240;1.0000;9.89;20;5;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
138;112;250;0.5520;1.0000;6.12;20;7;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
148;102;250;0.5920;1.0000;2.81;20;9;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
72;178;250;0.2880;1.0000;11.62;30;1;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
113;137;250;0.4520;1.0000;10.92;30;3;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
127;123;250;0.5080;1.0000;9.57;30;5;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
131;119;250;0.5240;1.0000;6.14;30;7;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
137;113;250;0.5480;1.0000;3.19;30;9;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
70;180;250;0.2800;1.0000;12.20;1;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
113;137;250;0.4520;1.0000;11.53;1;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
130;120;250;0.5200;1.0000;10.43;1;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
134;116;250;0.5360;1.0000;7.43;1;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
130;120;250;0.5200;1.0000;2.51;1;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
65;185;250;0.2600;1.0000;12.33;3;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
115;135;250;0.4600;1.0000;11.78;3;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
125;125;250;0.5000;1.0000;10.76;3;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
130;120;250;0.5200;1.0000;8.36;3;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
136;114;250;0.5440;1.0000;2.71;3;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
76;174;250;0.3040;1.0000;12.53;5;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
121;129;250;0.4840;1.0000;11.76;5;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
132;118;250;0.5280;1.0000;10.95;5;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
140;110;250;0.5600;1.0000;8.20;5;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
145;105;250;0.5800;1.0000;2.56;5;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
68;182;250;0.2720;1.0000;12.42;7;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
117;133;250;0.4680;1.0000;11.68;7;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
133;117;250;0.5320;1.0000;10.71;7;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
142;108;250;0.5680;1.0000;7.84;7;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
148;102;250;0.5920;1.0000;2.50;7;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
71;179;250;0.2840;1.0000;12.37;8;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
119;131;250;0.4760;1.0000;11.76;8;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
136;114;250;0.5440;1.0000;10.74;8;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
146;104;250;0.5840;1.0000;7.51;8;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
154;96;250;0.6160;1.0000;2.51;8;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
68;182;250;0.2720;1.0000;12.56;10;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
122;128;250;0.4880;1.0000;11.82;10;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
130;120;250;0.5200;1.0000;10.80;10;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
137;113;250;0.5480;1.0000;7.25;10;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
147;103;250;0.5880;1.0000;2.53;10;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
72;178;250;0.2880;1.0000;12.42;20;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
118;132;250;0.4720;1.0000;11.99;20;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
131;119;250;0.5240;1.0000;10.38;20;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
136;114;250;0.5440;1.0000;6.34;20;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
144;106;250;0.5760;1.0000;2.89;20;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
71;179;250;0.2840;1.0000;12.39;30;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
110;140;250;0.4400;1.0000;11.91;30;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
119;131;250;0.4760;1.0000;10.17;30;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
127;123;250;0.5080;1.0000;6.37;30;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
131;119;250;0.5240;1.0000;3.29;30;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
59;191;250;0.2360;0.8944;17.95;1;1;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
91;159;250;0.3640;0.8944;16.76;1;3;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
114;136;250;0.4560;0.8944;15.47;1;5;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
104;146;250;0.4160;0.8944;10.60;1;7;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
100;150;250;0.4000;0.8944;3.36;1;9;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
60;190;250;0.2400;0.8944;18.09;3;1;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
103;147;250;0.4120;0.8944;16.86;3;3;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
107;143;250;0.4280;0.8944;15.73;3;5;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
115;135;250;0.4600;0.8944;11.62;3;7;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
113;137;250;0.4520;0.8944;3.69;3;9;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
67;183;250;0.2680;0.8944;18.44;5;1;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
103;147;250;0.4120;0.8944;17.00;5;3;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
108;142;250;0.4320;0.8944;15.86;5;5;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
110;140;250;0.4400;0.8944;11.37;5;7;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
116;134;250;0.4640;0.8944;3.46;5;9;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
62;188;250;0.2480;0.8944;18.23;7;1;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
105;145;250;0.4200;0.8944;17.11;7;3;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
111;139;250;0.4440;0.8944;15.49;7;5;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
117;133;250;0.4680;0.8944;10.76;7;7;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
121;129;250;0.4840;0.8944;3.37;7;9;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
